ID,name,address,zipcode,city,st,citystzip,country,type,Include,website,contact_fkey,hours,tags,desc_english,lang_other,desc_lang_other,image_fkey,image_licsense,image_credit,email,ismailpub,phone_private,phone_public,lon,lat,temp_lon,temp_lat,Source,Completed by,organic,fair-trade,coop,coop_type
226,Community Exchange Garden,8805 S Exchange,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.5525534,41.7352708,,,SEWG,DC,,,,
227,Community Federal Credit Union,4610 S Prairie Ave,60653,Chicago,IL,"Chicago, IL 60653",USA,Credit Union,yes,http://creditunionaccess.com/cu07256.htm,,,,,,,,,,,,,(773)373-8518,-87.61972673,41.81095679,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
228,Community Glue Workshop,1130 W. Thorndale Ave,60660,Chicago,Il,"Chicago, Il 60660",USA,Hackerspace,yes,http://communityglueworkshop.org/,,,,,,,,,,,,,,-87.65927776,41.99012649,#ERROR!,#ERROR!,Accelerate77,SE,,,,
229,Community Youth Development Institute,7836 South Union Avenue,60620,Chicago,Il,"Chicago, Il 60620",USA,School,no,https://www.cydihs.org,,,,,,,,,,,,,,-87.64172064,41.75181051,,,Accelerate77,SE,,,,
230,Comrade Cycles,1908 W Chicago Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Workers Collective,yes,http://comradecycles.com/,,,,,,,,,,,,,,-87.67501132,41.89603448,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
231,Concordia Place,3300 N. Whipple Street,60618,Chicago,IL,"Chicago, IL 60618",USA,Social Workshop,no,http://www.concordiaplace.org,,,,,,,,,,,,,,-87.70408934,41.94107016,,,Accelerate77,SE,,,,
232,Cornerstone,4628 North Clifton Avenue,60640,Chicago,Il,"Chicago, Il 60640",USA,Social Workshop,yes,www.ccolife.org/,,,,,,,,,,,,,,-87.65894468,41.96590848,#ERROR!,#ERROR!,Accelerate77,SE,,,,
233,CORNERSTONE REAL ESTATE ADVSRS,150 S WACKER DR # 350,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(312) 786-0055,-87.6374352,41.8795923,,,SEWG,DC,,,,
234,CORNERSTONE REALTY ADVISORS,7742 W HIGGINS RD # C101,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(773) 594-1000,-87.8211239,41.9846356,,,SEWG,DC,,,,
235,CORPORATE AMERICA FAMILY CU,233 E WACKER DR # 4,60601,Chicago,IL,"Chicago, IL 60601",USA,Credit Union,yes,https://www.cafcu.org/,,,,,,,,,,,,,(800) 359-1939,-87.6212218,41.8876127,#ERROR!,#ERROR!,SEWG,DC,,,,
236,Cosmopolitan Federal Credit Union,5259 S Wabash Ave,60615,Chicago,IL,"Chicago, IL 60615",USA,Credit Union,yes,http://creditunionaccess.com/cu24188.htm,,,,,,,,,,,,,(773)536-3614,-87.62410651,41.79889071,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
238,COSTCO,,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
241,CRAFTY BEAVER DO IT BEST,1522 W LAWRENCE AVE,60640,Chicago,IL,"Chicago, IL 60640",USA,hardware store,yes,https://www.craftybeaver.com/,,,,,,,,,,,,,(773) 271-2288,-87.6683617,41.9691051,#ERROR!,#ERROR!,SEWG,DC,,,,
240,CRAFTY BEAVER DO IT BEST,4306 N CENTRAL AVE,60634,Chicago,IL,"Chicago, IL 60634",USA,hardware store,yes,https://www.craftybeaver.com/,,,,,,,,,,,,,(773) 725-4432,-87.7676466,41.9589947,#ERROR!,#ERROR!,SEWG,DC,,,,
917,CRAFTY BEAVER DO IT BEST,4810 Oakton St,60077,Skokie,IL,"Skokie, IL 60077",USA,hardware store,yes,https://www.craftybeaver.com/,,,,,,,,,,,,,(773) 725-4432,-87.7676466,41.9589947,#ERROR!,#ERROR!,SEWG,DC,,,,
243,CREDIT UNION 1,100 W RANDOLPH ST # 208,60601,Chicago,IL,"Chicago, IL 60601",USA,Credit Union,yes,https://www.creditunion1.org/,,,,,,,,,,,,,(312) 782-7929,-87.6316716,41.8851533,#ERROR!,#ERROR!,SEWG,DC,,,,
242,Credit Union 1,1737 W Polk St,60612,Chicago,IL,"Chicago, IL 60612",USA,Credit Union,yes,creditunion1.org,,,,,,,,,,,,,,-87.67036879,41.87147709,#ERROR!,#ERROR!,Shareable Map,SE,,,,
246,CREDIT UNION 1,1737 W POLK ST # 7,60612,Chicago,IL,"Chicago, IL 60612",USA,Credit Union,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(312) 413-2431,-87.6705576,41.8711746,#ERROR!,#ERROR!,SEWG,DC,,,,
245,CREDIT UNION 1,601 S MORGAN ST # B5,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6509962,41.8737629,#ERROR!,#ERROR!,SEWG,DC,,,,
244,CREDIT UNION 1,750 S HALSTED ST # 220C,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(800) 252-6950,-87.6479531,41.8719123,#ERROR!,#ERROR!,SEWG,DC,,,,
247,CROSSOVER COLLECTIVE,845 W FULTON 205,,Chicago,IL,"Chicago, IL ",USA,,no,http://crossovercollective.com/,,,,,,,,,,,,,(312) 666-5588,-87.6492971,41.8866313,,,SEWG,DC,,,,
248,Crystal’s Peace Garden,3852 W Polk St,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.7224444,41.8709983,,,SEWG,DC,,,,
249,CTA South Federal Credit Union,8050 S King Dr,60619,Chicago,IL,"Chicago, IL 60619",USA,Credit Union,yes,http://creditunionaccess.com/cu13533.htm,,,,,,,,,,,,,(773)783-5693,-87.607643,41.745767,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
250,CTAFC FEDERAL CREDIT UNION,14 S ASHLAND AVE,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,https://www.creditunionsonline.com/credit-union-3883.html,,,,,,,,,,,,,(312) 243-5190,-87.6672974,41.8808957,#ERROR!,#ERROR!,SEWG,DC,,,,
251,Cut Cats Collective,,,Chicago,IL,"Chicago, IL ",USA,Cooperative,no adrs,http://cutcatscourier.com/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
252,D'Puc Credit Union,33 S State St # 8109,60603,Chicago,IL,"Chicago, IL 60603",USA,Credit Union,yes,http://www.dpuccreditunion.com/,,,,,,,,,,,,,,-87.62766927,41.88162153,#ERROR!,#ERROR!,Shareable Map,SE,,,,
253,D'PUC Credit Union,33 S State St Rm 8109,60603,Chicago,IL,"Chicago, IL 60603",USA,Credit Union,yes,http://www.dpuccreditunion.com/,,,,,,,,,,,,,(312)793-5721,-87.62766927,41.88162153,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
254,Daley Plaza Downtown Market,50 W. Washington St.,60602,Chicago,IL,"Chicago, IL 60602",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.62963591,41.88330367,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
255,"Daley, Richard J.-Bridgeport Branch Library",3400 S. Halsted Street,60608,Chicago,IL,"Chicago, IL 60608",USA,Library,yes,http://www.chipublib.org/locations/14,,,,,,,,,,,,,,-87.64624277,41.83279878,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
256,"Daley, Richard M.-W Humboldt Branch Library",733 N. Kedzie Avenue,60612,Chicago,IL,"Chicago, IL 60612",USA,Library,yes,http://www.chipublib.org/locations/173,,,,,,,,,,,,,,-87.70642886,41.89431884,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
257,Data Commons Cooperative,,,Chicago,IL,"Chicago, IL ",USA,,no,find.coop,,,,,,,,,,,,,505.426.7088,,,,,SEWG,DC,,,,
258,Deborah's Place,2822 W Jackson Blvd,60612,Chicago,IL,"Chicago, IL 60612",USA,Social Workshop,yes,https://www.deborahsplace.org,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
259,Democracy Collaborative,,,Chicago,IL,"Chicago, IL ",USA,Cooperative,no adrs,https://democracycollaborative.org/content/engage-collaborative,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
260,Dill Pickle Food Co-op,3039 W Fullerton Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Cooperative,yes,dillpickle.coop,,,,,,,,,,,,,,-87.70345846,41.92466218,#ERROR!,#ERROR!,Shareable Map,SE,,,,
261,Division Street Farmers Market *,Division St. & Dearborn Pkwy.,60610,Chicago,IL,"Chicago, IL 60610",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.636455,41.898992,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
262,DMSF,309 W WASHINGTON ST # 1250,60606,Chicago,IL,"Chicago, IL 60606",USA,,no,http://www.dmsf.org/,,,,,,,,,,,,,(312) 455-7800,-87.6356426,41.8829477,,,SEWG,DC,,,,
263,Dorchester Community Garden,6953 S Dorchester Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Community Garden,yes,https://www.facebook.com/dorchestergarden,,,,,,,,,,,,,,-87.590655,41.7680548,#ERROR!,#ERROR!,SEWG,DC,,,,
264,Douglass Branch Library,3353 W. 13th St.,60623,Chicago,IL,"Chicago, IL 60623",USA,Library,yes,http://www.chipublib.org/locations/23/,,,,,,,,,,,,,,-87.70988265,41.86443491,#ERROR!,#ERROR!,Accelerate77,SE,,,,
265,Doveland Community Cooperative,1430 W. Leland,60640,Chicago,IL,"Chicago, IL 60640",USA,Group Home,yes,https://www.facebook.com/lelandhouse/,,,,,,,,,,,,,,-87.66543866,41.96719668,#ERROR!,#ERROR!,Shareable Map,SE,,,,
266,Downtown – Buying Club - Seven Sons Farms,1030 North Larrabee Street,60610,Chicago,IL,"Chicago, IL 60610",USA,Farm,yes,https://sevensons.net/locations/downtown-chicago,,,,,,,,,,,,,,-87.6435067,41.9012315,#ERROR!,#ERROR!,Find.coop,SE,,,,
267,Downtown – Federal Plaza Farmers Market *,Adams St. & Dearborn Pkwy.,60604,Chicago,IL,"Chicago, IL 60604",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.625562,41.875734,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
268,Downtown – Willis Tower Farmers Market *,233 S. Wacker Dr.,60606,Chicago,IL,"Chicago, IL 60606",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.63658586,41.87874781,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
269,DPUC CREDIT UNION,33 S STATE ST # 800,,Chicago,IL,"Chicago, IL ",USA,,no,http://www.dpuccreditunion.com/,,,,,,,,,,,,,(312) 793-5721,-87.6274112,41.881073,,,SEWG,DC,,,,
270,Drake Community Garden,4646 N. Drake St.,60625,Chicago,IL,"Chicago, IL 60625",USA,Community Garden,yes,https://www.facebook.com/DrakeGardens/,,,,,,,,,,,,,,-87.717033,41.9655764,#ERROR!,#ERROR!,Accelerate77,SE,,,,
271,Drexel House,6115 S Drexel Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,yes,http://www.ic.org/directory/drexel-house/,,,,,,,,,,,,,,-87.60428513,41.78359478,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
272,Driven and Empowered Youth Inc.,3030 N Mobile Ave,60634,Chicago,IL,"Chicago, IL 60634",USA,Social Workshop,yes,deyinc.org,,,,,,,,,,,,,,-87.78350562,41.93597258,#ERROR!,#ERROR!,Shareable Map,SE,,,,
273,Dunning Branch Library,7455 W. Cornelia Avenue,60634,Chicago,IL,"Chicago, IL 60634",USA,Library,yes,http://www.chipublib.org/locations/82,,,,,,,,,,,,,,-87.81342867,41.94322853,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
274,Dunning Community Garden,4243 N Neenah,60634,Chicago,IL,"Chicago, IL 60634",USA,Community Garden,yes,https://www.facebook.com/Dunning-Community-Garden-289334171194445/,,,,,,,,,,,,,,-87.79105197,41.95645248,#ERROR!,#ERROR!,Neighborspace,SE,,,,
275,Dunning Read Conservation Area,4200 N. Oak Park Avenue,60634,Chicago,IL,"Chicago, IL 60634",USA,Open Space,yes,https://www.facebook.com/pages/Dunning-Read-Conservation-Area/215955825232493,,,,,,,,,,,,,,-87.79764849,41.95689094,#ERROR!,#ERROR!,Accelerate77,SE,,,,
276,Eagle Park,6366 N le Mai Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.7568363,41.997148,,,SEWG,DC,,,,
277,East Beverly Association,1777 W. 103rd St.,60643,Chicago,IL,"Chicago, IL 60643",USA,Association Office,no,https://www.facebook.com/EastBeverlyAssociation,,,,,,,,,,,,,,-87.66674107,41.70653278,,,Accelerate77,SE,,,,
278,Eat to Live Incubator Farm,325-7 W 70th Pl,60621,Chicago,IL,"Chicago, IL 60621",USA,Farm,yes,https://everythinggood.org/contact/,,,,,,,,,,,,,,-87.6331095,41.7660179,#ERROR!,#ERROR!,SEWG,DC,,,,
279,eco-Andersonville,"5153 North Clark Street, #204",60640,Chicago,Il,"Chicago, Il 60640",USA,Association Office,no,www.eco-andersonville.org,,,,,,,,,,,,,,-87.66826079,41.97558538,,,Accelerate77,SE,,,,
280,Edgebrook Branch Library,5331 W. Devon Avenue,60646,Chicago,IL,"Chicago, IL 60646",USA,Library,yes,http://www.chipublib.org/locations/27,,,,,,,,,,,,,,-87.76134452,41.99723367,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
281,Edgebrook Neighborhood Farmers Market,6525 N. Hiawatha Ave.,60646,Chicago,IL,"Chicago, IL 60646",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.76201799,41.99952143,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
282,Edgewater Branch Library,6000 N. Broadway,60660,Chicago,IL,"Chicago, IL 60660",USA,Library,yes,http://www.chipublib.org/locations/28,,,,,,,,,,,,,,-87.66038442,41.99092876,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
283,Edgewater Comm. Cncl's Edgewater Env. Sust. Proj.,6044 N Broadway St,60660,Chicago,IL,"Chicago, IL 60660",USA,Association Office,yes,http://www.sustainedgewater.org/,,,,,,,,,,,,,,-87.66042828,41.9922667,#ERROR!,#ERROR!,Accelerate77,SE,,,,
284,Edgewater Farmers Market,1200 W. Norwood Ave.,60660,Chicago,IL,"Chicago, IL 60660",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66035005,41.99191268,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
285,Edgewater Gateway,Hollywood and Ridge Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6632106,41.9855426,,,SEWG,DC,,,,
286,Edgewater Glen Association,1420 W. Glenlake,60660,Chicago,Il,"Chicago, Il 60660",USA,Association Office,yes,https://www.facebook.com/edgeglen,,,,,,,,,,,,,,-87.66573032,41.99274781,#ERROR!,#ERROR!,Accelerate77,SE,,,,
287,Edgewater Reads,,,Chicago,IL,"Chicago, IL ",USA,,no,http://www.edgewaterreads.org/littlefreelibraries/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
288,Edgewater Work Bench,1130 W. THORNDALE,60660,Chicago,IL,"Chicago, IL 60660",USA,Cooperative,yes,http://www.edgewaterworkbench.com/about-us/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
289,Edible Gardens,2200 N Cannon Dr,60614,Chicago,Il,"Chicago, Il 60614",USA,Community Garden,yes,http://www.greencitymarket.org/programs/program.asp?id=8,,,,,,,,,,,,,,-87.63220666,41.92215995,#ERROR!,#ERROR!,Accelerate77,SE,,,,
290,Edison Park Farmers Market,6730 N. Olmsted Ave.,60631,Chicago,IL,"Chicago, IL 60631",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.8199826,42.00370379,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
291,Edna White Century Garden,1812-26 W Monterey Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6681306,41.6914906,,,SEWG,DC,,,,
292,El Conuco Farmers Market at Humboldt Park,California Ave. & Division St.,60622,Chicago,IL,"Chicago, IL 60622",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.67088,41.897111,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
293,El Coqui Garden,2600-02 W Crystal St,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/elcoquichicago/,,,,,,,,,,,,,,-87.6920867,41.9042085,#ERROR!,#ERROR!,SEWG,DC,,,,
294,El Jardin de las Mariposas,1833-1837 S Carpenter St,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6529242,41.8569875,,,SEWG,DC,,,,
295,El Paseo Community Garden,944 W. 21st Street,60608,Chicago,IL,"Chicago, IL 60608",USA,Community Garden,yes,https://www.facebook.com/ElPaseoCommunityGarden/,,,,,,,,,,,,,,-87.64987579,41.8539928,#ERROR!,#ERROR!,Neighborspace,SE,,,,
296,El Yunque Garden,1459 N Artesian Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/ElYunqueGarden,,,,,,,,,,,,,,-87.68829225,41.90773621,#ERROR!,#ERROR!,Neighborspace,SE,,,,
297,Eli's Cheesecake Company Farm Stand and Fresh Market,6701 West Forest Preserve Drive,60634,Chicago,IL,"Chicago, IL 60634",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.79430811,41.95994165,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
298,Elliott Donnelley Youth Center,3947 S. Michigan Avenue,60653,Chicago,IL,"Chicago, IL 60653",USA,Community Center,yes,http://chicagoyouthcenters.org/bronzeville-elliott-donnelley/,,,,,,,,,,,,,,-87.62319794,41.82293391,#ERROR!,#ERROR!,Accelerate77,SE,,,,
299,Emerald Triangle,2100-2116 S Emerald Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6454197,41.8477191,,,SEWG,DC,,,,
300,Emma Goldman Cooperative,,,Chicago,IL,"Chicago, IL ",USA,Housing Coop,yes,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
301,Englewood Comm. Cultural Planning Cncl. (EC3),513 W. 72nd Street,60621,Chicago,IL,"Chicago, IL 60621",USA,Association Office,yes,http://www.facebook.com/pages/Englewood-Community-Cultural-Planning-Council-EC3/117367001609179,,,,,,,,,,,,,,-87.63745593,41.76339684,#ERROR!,#ERROR!,Accelerate77,SE,,,,
302,Englewood/Anchor House Farmers Market *,71st St. & Racine Ave.,60636,Chicago,IL,"Chicago, IL 60636",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.670123,41.774317,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
303,Enlace Chicago,2756 S. Harding Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Social Workshop,yes,www.enlacechicago.org,,,,,,,,,,,,,,-87.72334085,41.84137342,#ERROR!,#ERROR!,Accelerate77,SE,,,,
305,Environmental Law and Policy Center,35 E. Wacker Dr #1600,60601,Chicago,Il,"Chicago, Il 60601",USA,Social Workshop,no,www.elpc.org,,,,,,,,,,,,,,-87.62622741,41.88673096,,,Accelerate77,SE,,,,
306,Environmental Sustainability Task Force,1525 E. 53rd Street #907,60615,Chicago,IL,"Chicago, IL 60615",USA,Social Workshop,no,http://www.hydepark.org/hpkcc/SustainableEnvironmentComm/Sustainenvircomm.htm,,,,,,,,,,,,,,-87.58776898,41.79946811,,,Accelerate77,SE,,,,
307,EPEC,750 N LAKE SHORE DR # 601,,Chicago,IL,"Chicago, IL ",USA,,no,http://bioethics.northwestern.edu/programs/epec/,,,,,,,,,,,,,(312) 503-3732,-87.6170098,41.8962126,,,SEWG,DC,,,,
308,Equality Illinois,3318 N. Halsted Street,60657,Chicago,IL,"Chicago, IL 60657",USA,Social Workshop,yes,http://www.eqil.org/,,,,,,,,,,,,,,-87.64943381,41.94230468,#ERROR!,#ERROR!,Accelerate77,SE,,,,
309,ESCU ETHICON SUTURE CU,5235 W 65TH ST # C,60638,Chicago,IL,"Chicago, IL 60638",USA,Credit Union,yes,https://www.creditunionsonline.com/credit-union-4990.html,,,,,,,,,,,,,(708) 563-6205,-87.7536124,41.774065,#ERROR!,#ERROR!,SEWG,DC,,,,
310,ETA Creative Arts Foundation,7558 S. South Shore Dr,60649,Chicago,IL,"Chicago, IL 60649",USA,Arts Centre,yes,http://www.etacreativearts.org/,,,,,,,,,,,,,,-87.5561308,41.75939905,#ERROR!,#ERROR!,Accelerate77,SE,,,,
311,Ethicon Suture Credit Union,5235 W 65th St Unit C,60638,Chicago,IL,"Chicago, IL 60638",USA,Credit Union,yes,http://creditunionaccess.com/cu61448.htm,,,,,,,,,,,,,(708)728-0225,-87.75438945,41.77444233,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
312,EUROPEAN CREDIT MANAGEMENT,,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(312) 642-6510,,,,,SEWG,DC,,,,
313,Experimental Station,6100 S. Blackstone Ave.,60637,Chicago,Il,"Chicago, Il 60637",USA,Social Workshop,yes,www.experimentalstation.org,,,,,,,,,,,,,,-87.59038586,41.78388065,#ERROR!,#ERROR!,Accelerate77,SE,,,,
314,Faith in Place,70 East Lake Street,60601,Chicago,IL,"Chicago, IL 60601",USA,Social Workshop,yes,faithinplace.org,,,,,,,,,,,,,,-87.62530779,41.8857337,#ERROR!,#ERROR!,Accelerate77,SE,,,,
315,Families Together Co-Op,1500 W Elmdale Ave,60660,Chicago,IL,"Chicago, IL 60660",USA,School,yes,ftcns.org,,,,,,,,,,,,,773-381-5200,-87.66761255,41.99091884,#ERROR!,#ERROR!,Shareable Map,SE,,,,
317,Family Matters (Project Sage),7731 N. Marshfield,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,www.familymatterschicago.org,,,,,,,,,,,,,,-87.67180235,42.02158693,#ERROR!,#ERROR!,Accelerate77,SE,,,,
318,FAMILY WEALTH COLLECTIVE,180 N STETSON AVE # 3500,60601,Chicago,IL,"Chicago, IL 60601",USA,Cooperative,yes,http://www.familywealthcollective.com/,,,,,,,,,,,,,312-540-9840.,-87.6227258,41.8854342,#ERROR!,#ERROR!,SEWG,DC,,,,
319,FAMILY WEALTH COLLECTIVE,30 S WACKER DR # 2200,60606,Chicago,IL,"Chicago, IL 60606",USA,cooperative,yes,http://www.familywealthcollective.com/,,,,,,,,,,,,,312-540-9840.,-87.6373976,41.8808789,#ERROR!,#ERROR!,SEWG,DC,,,,
320,Far South Community Development Corporation,9923 S. Halsted St,60628,Chicago,Il,"Chicago, Il 60628",USA,Social Workshop,yes,http://www.farsouthcdc.org/,,,,,,,,,,,,,,-87.64289728,41.71379671,#ERROR!,#ERROR!,Accelerate77,SE,,,,
321,FARMERS,13320 S BALTIMORE AVE,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.5475046,41.65299,,,SEWG,DC,,,,
322,FEDERAL HOME LOAN BANK-CHICAGO,200 E RANDOLPH ST # 1700,,Chicago,IL,"Chicago, IL ",USA,,no,https://www.fhlbc.com/,,,,,,,,,,,,,(312) 565-5700,-87.6215123,41.8852827,,,SEWG,DC,,,,
323,Fellowship Baptist Church Credit Union,4543 S Princeton Ave,60609,Chicago,IL,"Chicago, IL 60609",USA,Credit Union,yes,http://creditunionaccess.com/cu64252.htm,,,,,,,,,,,,,(773)373-8537,-87.63334748,41.81157081,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
324,Ferd Kramer Memorial Garden,61 W Polk St,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6297019,41.8720487,,,SEWG,DC,,,,
325,FILM COLLECTIVE PRODUCTIONS,150 N MICHIGAN 800,60603,Chicago,IL,"Chicago, IL 60603",USA,Cooperative,yes,http://filmcollectiveproductions.com/,,,,,,,,,,,,,(312) 588-3391,-87.624948,41.8848158,#ERROR!,#ERROR!,SEWG,DC,,,,
326,FIREMENS MUTUAL AID BENEFIT,223 W JACKSON BLVD # 1114,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(312) 427-7111,-87.6347443,41.8779246,,,SEWG,DC,,,,
327,First Financial Credit Union,2942 W Peterson Ave,60659,Chicago,IL,"Chicago, IL 60659",USA,Credit Union,yes,https://www.firstfcu.org/,,,,,,,,,,,,,(773)565-2000,-87.70323082,41.99051146,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
330,FIRST NORTHERN CREDIT UNION,1705 N SHERMAN AVE,60201,Evanston,IL,"Evanston, IL 60201",USA,Credit Union,yes,https://www.fncu.org/,,,,,,,,,,,,,(847) 332-0240,-87.6816333,42.0487698,#ERROR!,#ERROR!,SEWG,DC,,,,
328,First Northern Credit Union,230 W Monroe St Suite 2850,60606,Chicago,IL,"Chicago, IL 60606",USA,Credit Union,yes,https://www.fncu.org/,,,,,,,,,,,,,(312)332-6357,-87.634256,41.88074386,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
329,FIRST NORTHERN CREDIT UNION,541 N FAIRBANKS CT # 120,60611,Chicago,IL,"Chicago, IL 60611",USA,Credit Union,yes,https://www.fncu.org/,,,,,,,,,,,,,(312) 527-2755,-87.6198335,41.8922354,#ERROR!,#ERROR!,SEWG,DC,,,,
331,Five Point Holistic Health,3234 W FULLERTON AVE,60647,Chicago,IL,"Chicago, IL 60647",USA,Workers Collective,yes,http://www.fivepointholistichealth.com/,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,SEWG,DC,,,,
332,Food Not Bombs,2859 W North Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Social Workshop,yes,https://www.facebook.com/fnbhumboltpark/,,,,,,,,,,,,,,-87.69820003,41.91018437,#ERROR!,#ERROR!,Shareable Map,SE,,,,
334,Frankie Machine Garden,1800 W Haddon Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6723964,41.9023897,,,SEWG,DC,,,,
333,Frankie Machine Garden,1800 W. Haddon Ave.,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/FrankieMachineCommunityGarden,,,,,,,,,,,,,,-87.67239276,41.90244664,#ERROR!,#ERROR!,Accelerate77,SE,,,,
